iteration,train_rmse,val_rmse
1,1.2576497844030678,1.2484676725658586
2,1.2440855279983485,1.23575076589082
3,1.2311402753485237,1.2235471543086824
4,1.2186256268089424,1.2118604840913452
5,1.2067197835050345,1.2007508399138935
6,1.1953500319831962,1.1899666077713877
7,1.1842683208210896,1.1798177534013294
8,1.1735157522438098,1.169800754719728
9,1.163349332105457,1.1605835280641863
10,1.1535040995802464,1.151358581745194
11,1.1439987434705705,1.1429302592438462
12,1.134997665372302,1.1346434613088276
13,1.1261463895515158,1.126608336292074
14,1.1176619450327288,1.1190854511616193
15,1.1094434199825887,1.1118487883092651
16,1.1015610417462403,1.1048631571220355
17,1.0940374666804082,1.098080198596093
18,1.0866790878271333,1.0914413503596874
19,1.0796333790999255,1.085226147635478
20,1.0728483993600848,1.0793010352066434
21,1.0662254736914811,1.0736390957624367
22,1.0600277144473904,1.0682834696339825
23,1.0537508102536384,1.0628289450272934
24,1.047862397468094,1.057783550203218
25,1.0419961416794796,1.052833635317274
26,1.0363890789231676,1.0481024729397435
27,1.031083032171703,1.043614843618586
28,1.025741707384569,1.0392796083590619
29,1.020663289670553,1.035223332598967
30,1.0158088281488618,1.031264669847347
31,1.0110652744754858,1.0271175151293428
32,1.006459547598231,1.0233973674044547
33,1.0019639878098778,1.0199450592058905
34,0.9975308998468341,1.016348098751167
35,0.9933015161937238,1.012736938393949
36,0.9892371953005613,1.0094048610322717
37,0.9849372991701902,1.0059873803355128
38,0.9811275201019495,1.0028280744816382
39,0.9771134470239249,0.9995739796678476
40,0.9734954223949763,0.9967629146669693
41,0.9697333024285061,0.9938602434350974
42,0.9662483069928423,0.9914161031830687
43,0.9628354240265431,0.9889852724825577
44,0.9594573002457042,0.9862831435562036
45,0.9560663968219263,0.9837093965852707
46,0.9528104574456943,0.9814656067970191
47,0.9495198654655284,0.9788692733821125
48,0.9463347809566689,0.9764954660164347
49,0.9432246921614287,0.9740822718051251
50,0.9401838963762179,0.97198285433468
51,0.9372424501889347,0.9699498753868233
52,0.9343948532482571,0.967878284109475
53,0.9315823043361477,0.9660191818955403
54,0.9287482064574879,0.9640991643168066
55,0.9260817964517599,0.9623656675850755
56,0.9233935885138449,0.9606011281490952
57,0.9207271952011599,0.9587076865789891
58,0.9181497585330668,0.9569593753674135
59,0.9154968267788225,0.9551118943075068
60,0.9130425721379364,0.9534077328548061
61,0.9106482527313831,0.9518943562287463
62,0.9081772623858523,0.9504880782093845
63,0.9058719823381133,0.9488013290403555
64,0.903519028816787,0.9475942833766077
65,0.9011077588902603,0.9461854107189558
66,0.8988281137672552,0.9446595872442193
67,0.8965278553760854,0.943350451885522
68,0.8944271564768461,0.9419835971687953
69,0.8922239772918295,0.940658913763797
70,0.890050195556599,0.9394243938492659
71,0.8878574851849903,0.9381169276174044
72,0.8856350150445935,0.9368574559358899
73,0.8834367725028309,0.9354265394128394
74,0.8813576481526656,0.9343393092141349
75,0.8791559445530355,0.9330854382126843
76,0.8771760411959296,0.9320599215058082
77,0.8750323902148601,0.9307864374144081
78,0.8729746572589497,0.9294883070906371
79,0.870985162930132,0.9284325760215357
80,0.8690629745887367,0.9272834467101515
81,0.8671408108157176,0.9263037119981662
82,0.8651715501562443,0.9250116723729018
83,0.8632322763687753,0.9239479391351665
84,0.861166739724662,0.9229364907308364
85,0.8592599961374083,0.9218773393239599
86,0.8573489156821824,0.9208132303616652
87,0.8555733297128159,0.9199281335706953
88,0.8537603743255303,0.9188842426956206
89,0.8518527367672885,0.9178275846121903
90,0.8501259854952419,0.9167833794801473
91,0.8483528265831253,0.9159170020067486
92,0.84649732850675,0.9147777931561933
93,0.8448106934272428,0.9139585778346018
94,0.8430664285934568,0.9131987772812273
95,0.8413343404204954,0.9122970652726955
96,0.8396409751356716,0.9113854484922459
97,0.8378911001979632,0.9105404951379482
98,0.8360956860821913,0.9096084488162561
99,0.834468313896414,0.908700303374169
100,0.8327814986960146,0.9079146404754203
101,0.831230093084708,0.9071090635223612
102,0.8295670295376183,0.9062401565404441
103,0.8278728949295927,0.9052731546807915
104,0.8263020491644889,0.9045120689798157
105,0.8247486476696334,0.9037774134483325
106,0.8230802026012936,0.9031141105301933
107,0.8214783527487959,0.9021776634565879
108,0.8198846029330317,0.901352538102932
109,0.8183370483099007,0.9005795890490831
110,0.8167593459625074,0.8997982672885061
111,0.8152492728075019,0.8987958273542812
112,0.8137524524156957,0.8980310826258833
113,0.8120964452510208,0.8971841468038795
114,0.8105457474208138,0.8963338568294035
115,0.8090463172633561,0.8955356485703491
116,0.8075966525240843,0.894932404645384
117,0.8061051810013372,0.8942421808702553
118,0.804664653154784,0.8937589348311905
119,0.8032425754776281,0.8930976015156878
120,0.8017885066470434,0.8924935303635196
121,0.8003738157752945,0.8917964631804342
122,0.798947716225083,0.8912032924007507
123,0.797515448405369,0.8905537000855156
124,0.7960657184334398,0.8900265162415858
125,0.7946228592365785,0.8891861278726251
126,0.7932845998142487,0.8885610973198096
127,0.7919139600226082,0.8878429847723096
128,0.7904873973056753,0.8872214046867104
129,0.7891507870303097,0.8866765059615507
130,0.7878610391540264,0.8859353388211011
131,0.7865276499594321,0.8852062972183021
132,0.7851912686141087,0.8847610195053591
133,0.783863816658331,0.8841382159324042
134,0.7825928200636509,0.8836337636204652
135,0.7813070619762159,0.8829946752345225
136,0.7800162182799555,0.8823610617712155
137,0.7787530309893043,0.8818693710079207
138,0.7775022924816185,0.8812867679763751
139,0.7761822035791921,0.8807449667832237
140,0.7749433556414854,0.8802631102595709
141,0.7736891456482908,0.8797996766331809
142,0.772507794804629,0.8792743013597952
143,0.7713161472134344,0.8786540706281841
144,0.7701908421431619,0.8779980156032227
145,0.7689402791484167,0.8775344077149725
146,0.7677146434442949,0.8769431628488443
147,0.7664736707704174,0.8762997545029103
148,0.765334994298798,0.875797547794454
149,0.7641307421869996,0.8751911394238587
150,0.7629363286867932,0.8748147797622133
151,0.7617578561126902,0.8743343115774097
152,0.7605681700777305,0.8738066467315181
153,0.7594175605564478,0.8734566271603736
154,0.7582585045656316,0.8729597259072432
155,0.7571546861739478,0.8724791915205703
156,0.7559976178234107,0.8719915823057027
157,0.754943333620467,0.8714977402291861
158,0.7538374587923751,0.8710143243255213
159,0.7527000217647676,0.8707273566208356
160,0.7516173912453894,0.8702466178539036
161,0.7504741935717386,0.8697476599867544
162,0.7493961868903907,0.8692050996480654
163,0.7483544005878877,0.8690035628956299
164,0.7472634370015411,0.8685493591340232
165,0.746246854769298,0.8682085961137338
166,0.7452844055842975,0.867805369113952
167,0.7442434780247109,0.8675214157280086
168,0.7431475313965283,0.8670490328257853
169,0.7421450106820946,0.8666901356096971
170,0.7411997877771398,0.8662973310059263
171,0.7402508784815842,0.8659983809840048
172,0.7392667496774862,0.865629861972482
173,0.7382768490164152,0.8652584942588307
174,0.7372218938191886,0.8649003853621006
175,0.7362076827443176,0.8646688020145118
176,0.7352860528872619,0.864359070524493
177,0.7342975586159128,0.8639667742098036
178,0.7333013595301795,0.8636152893843331
179,0.7322800609161805,0.8633472160874864
180,0.7313090400935215,0.8630881366054648
181,0.7304214707261318,0.8627122082566754
182,0.7294476728385278,0.8623001221217682
183,0.7285214352642324,0.8619086053825692
184,0.727605132570564,0.8616591961607405
185,0.7266705140479353,0.8612990107578067
186,0.7256729557931685,0.8608343951049606
187,0.7247200770575482,0.8603787690733367
188,0.7237289455993404,0.8600454665965127
189,0.7228487055023762,0.8597953681541417
190,0.7219555076170575,0.859532287729439
191,0.7210232304375523,0.8591444194927064
192,0.7201903162772285,0.858849663291912
193,0.7193902728161272,0.8585630638642567
194,0.7185618066168382,0.8582525693831478
195,0.7176118957326814,0.8578955526973264
196,0.7167532029270249,0.8577021043245225
197,0.7158311731657823,0.8573058438898642
198,0.7149700303084329,0.8569719566369424
199,0.7141008651407668,0.856720859760358
200,0.7132314782036738,0.8564488488874789
201,0.7123253861711055,0.8561840391787601
202,0.7115207342926615,0.8559271869374429
203,0.7106094397098414,0.8555680254336209
204,0.7097737772380054,0.855277964303853
205,0.7088562462433027,0.8550301236837125
206,0.7080425959544151,0.8547518683123835
207,0.7071957027104322,0.8545405804505376
208,0.7063448754667337,0.8542572319406652
209,0.7054688224812626,0.8539579257127264
210,0.7046295497398031,0.853653912001142
211,0.7038723286719614,0.8535432282290085
212,0.703073784279118,0.853198601120398
213,0.7022290965643623,0.8528706538221991
214,0.7013208295962334,0.8525305767784951
215,0.7004720047940237,0.8523223527888769
216,0.6996519417943163,0.8520956694428461
217,0.6987720663743718,0.8518567497762268
218,0.698010838177275,0.8516977964190705
219,0.6972036670658694,0.8514874535720143
220,0.6963451508414122,0.8511078268373049
221,0.6954989080076477,0.8507940981416251
222,0.6947654715499737,0.8507185218155933
223,0.6939662262354309,0.8504688070210065
224,0.6932564295838277,0.8501818576989516
225,0.6925204848833482,0.8500494751249992
